Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
Ag _sag45f_LL,sag45f,LL,unknown,Ag ,21.551666563601508,101.11007378795446,6.8697799187276e-39,Highly Significant,True,Success,0.28122848092549235,6126.0,21783
Ag _sag59f_LL,sag59f,LL,unknown,Ag ,20.93039457089664,15.993854914282998,0.024920631633846387,Significant,True,Success,0.13092778772437222,2852.0,21783
Ag _sag76f_LL,sag76f,LL,unknown,Ag ,21.637300552554787,8.819148028525463,0.9999999999764937,Marginally Significant,True,Success,0.14350640407657347,3126.0,21783
Ag _sag90f_LL,sag90f,LL,unknown,Ag ,20.497088749044284,300.9629418450451,1.9002205332757271e-125,Highly Significant,True,Success,0.2066749299912776,4502.0,21783
Ag _sat32f_LL,sat32f,LL,unknown,Ag ,30.057093574816733,140.4200444604223,6.857356046321389e-56,Highly Significant,True,Success,0.5838497911215168,12718.0,21783
Ag _sat33f_LL,sat33f,LL,unknown,Ag ,32.0,3132.4328105361756,0.0,Highly Significant,True,Success,1.2127806087315798,26418.0,21783
Ag _sat34f_LL,sat34f,LL,unknown,Ag ,22.12072357981593,689.7434968710543,4.10810401025987e-294,Highly Significant,True,Success,1.0337878161869347,22519.0,21783
Ag _sat36f_LL,sat36f,LL,unknown,Ag ,25.726138628478626,16.773300650191995,0.011783647971843208,Significant,True,Success,0.2962401873020245,6453.0,21783
Ag _sat37f_LL,sat37f,LL,unknown,Ag ,17.641710959250823,120.61623450325249,2.5341391967147574e-47,Highly Significant,True,Success,0.23440297479685993,5106.0,21783
Ag _sat38f_LL,sat38f,LL,unknown,Ag ,31.445637462780834,98.21239037675568,1.227655964981203e-37,Highly Significant,True,Success,0.8929440389294404,19451.0,21783
Ag _sat39f_LL,sat39f,LL,unknown,Ag ,23.50522695083294,159.21917822098376,5.001263521076439e-64,Highly Significant,True,Success,0.5124179405958775,11162.0,21783
Ag _sat40f_LL,sat40f,LL,unknown,Ag ,24.845797390746416,142.17656096129429,1.1912714155956897e-56,Highly Significant,True,Success,0.44603589955469863,9716.0,21783
Ag _sat41f_LL,sat41f,LL,unknown,Ag ,21.810626447211966,1776.6041307230446,0.0,Highly Significant,True,Success,1.3170362209062112,28689.0,21783
Ag _sat42f_LL,sat42f,LL,unknown,Ag ,30.822676218271866,26.750650264211988,6.951854547212133e-07,Highly Significant,True,Success,0.11632924757838682,2534.0,21783
Ag _sat43f_LL,sat43f,LL,unknown,Ag ,18.355295728656447,220.6040209453877,1.2905956616649221e-90,Highly Significant,True,Success,0.7476931552127806,16287.0,21783
Ag _slight_LL,slight,LL,unknown,Ag ,,,,Not Rhythmic,False,Insufficient data,1.0,21783.0,21783
