Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga3_LD_L,SgA3,LD_L,4032024,StA,32,2.636316788,1,Marginally Significant,TRUE,Success,0.109942244,533,4848
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,27.00748738,13.85509146,0.043413523,Significant,TRUE,Success,0.151815182,736,4848
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.339108911,1644,4848
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,16.86096315,2.13113952,1,Marginally Significant,TRUE,Success,0.066831683,324,4848
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,29.29254013,75.46504383,1.81E-28,Highly Significant,TRUE,Success,0.22380363,1085,4848
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,16.07795169,2.494621068,1,Marginally Significant,TRUE,Success,0.145627063,706,4848
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.391089109,1896,4848
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,32,42.371329,3.20E-14,Highly Significant,TRUE,Success,0.486592409,2359,4848
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,19.12267291,84.94777968,1.46E-32,Highly Significant,TRUE,Success,0.28279703,1371,4848
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,29.65092716,4.863568028,1,Marginally Significant,TRUE,Success,0.101485149,492,4848
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,27.62315227,9.827551818,0.877286415,Marginally Significant,TRUE,Success,0.091790429,445,4848
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,27.62315227,9.067866083,0.986535177,Marginally Significant,TRUE,Success,0.151608911,735,4848
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.431518152,2092,4848
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,26.41866803,40.62648352,1.80E-13,Highly Significant,TRUE,Success,0.227722772,1104,4848
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,19.12267291,115.6691731,7.78E-46,Highly Significant,TRUE,Success,0.319513201,1549,4848
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,28.26754146,6.8908633,1,Marginally Significant,TRUE,Success,0.118605611,575,4848
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,32,96.79010339,1.12E-37,Highly Significant,TRUE,Success,0.41790429,2026,4848
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,19.27476078,33.94858988,1.30E-10,Highly Significant,TRUE,Success,0.184612211,895,4848
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,32,4.28392005,1,Marginally Significant,TRUE,Success,0.063702901,235,3689
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,19.28366013,21.47555573,2.06E-05,Highly Significant,TRUE,Success,0.113038764,417,3689
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,32,3.89814751,1,Marginally Significant,TRUE,Success,0.076985633,284,3689
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,19.48745046,7.288602058,0.999999973,Marginally Significant,TRUE,Success,0.088912985,328,3689
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,29.92292089,4.667780822,1,Marginally Significant,TRUE,Success,0.098671727,364,3689
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,26.87067395,37.51565974,2.95E-12,Highly Significant,TRUE,Success,0.150989428,557,3689
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,19.48745046,44.7171238,2.40E-15,Highly Significant,TRUE,Success,0.24857685,917,3689
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,22.59111792,32.23434252,5.37E-10,Highly Significant,TRUE,Success,0.156139875,576,3689
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.050149092,185,3689
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,32,16.34043638,0.003050698,Very Significant,TRUE,Success,0.087557604,323,3689
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,30.92662474,14.88977199,0.012364936,Significant,TRUE,Success,0.131200867,484,3689
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,17.13356562,11.69676357,0.235589384,Marginally Significant,TRUE,Success,0.153158037,565,3689
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,32,7.11373871,0.999999999,Marginally Significant,TRUE,Success,0.070479805,260,3689
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,32,7.530806218,0.999999076,Marginally Significant,TRUE,Success,0.055028463,203,3689
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,21.04422254,6.203984924,1,Marginally Significant,TRUE,Success,0.075901328,280,3689
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,22.31770045,31.92733819,7.26E-10,Highly Significant,TRUE,Success,0.208999729,771,3689
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,32,2.142060445,1,Marginally Significant,TRUE,Success,0.046354025,171,3689
StA_sga3_LL,SgA3,LL,12272023,StA,17.18014473,14.54932569,0.057712749,Marginally Significant,TRUE,Success,0.05942623,754,12688
StA_sga4_LL,SgA4,LL,12272023,StA,29.61009409,78.97624655,1.45E-29,Highly Significant,TRUE,Success,0.12192623,1547,12688
StA_sga5_LL,SgA5,LL,12272023,StA,17.6093689,4.201679676,1,Marginally Significant,TRUE,Success,0.053042245,673,12688
StA_sga6_LL,SgA6,LL,12272023,StA,32,2.046037061,1,Marginally Significant,TRUE,Success,0.028294451,359,12688
StA_sga7_LL,SgA7,LL,12272023,StA,20.78239058,14.91305717,0.040969377,Significant,TRUE,Success,0.065258512,828,12688
StA_sga8_LL,SgA8,LL,12272023,StA,21.55934364,12.42797907,0.367665314,Marginally Significant,TRUE,Success,0.047288777,600,12688
StA_sga9_LL,SgA9,LL,12272023,StA,24.7566315,0.844187925,1,Marginally Significant,TRUE,Success,0.011822194,150,12688
StA_sga10_LL,SgA10,LL,12272023,StA,19.38518837,22.02585723,4.14E-05,Highly Significant,TRUE,Success,0.052411728,665,12688
StA_sga11_LL,SgA11,LL,12272023,StA,16.0094641,34.12021151,2.88E-10,Highly Significant,TRUE,Success,0.107109079,1359,12688
StA_sga12_LL,SgA12,LL,12272023,StA,21.85647376,39.97515972,8.94E-13,Highly Significant,TRUE,Success,0.163855612,2079,12688
StA_sga13_LL,SgA13,LL,12272023,StA,16.95060749,23.84935545,6.96E-06,Highly Significant,TRUE,Success,0.095286885,1209,12688
StA_sga14_LL,SgA14,LL,12272023,StA,20.05948911,24.67445083,3.10E-06,Highly Significant,TRUE,Success,0.060529634,768,12688
StA_sga15_LL,SgA15,LL,12272023,StA,17.36829947,1.25977996,1,Marginally Significant,TRUE,Success,0.02656053,337,12688
StA_sga16_LL,SgA16,LL,12272023,StA,17.51214252,10.56774646,0.933834187,Marginally Significant,TRUE,Success,0.037988651,482,12688
StA_sga17_LL,SgA17,LL,12272023,StA,19.09344871,48.17291816,2.70E-16,Highly Significant,TRUE,Success,0.197824716,2510,12688
StA_sga18_LL,SgA18,LL,12272023,StA,32,17.32215093,0.004044761,Very Significant,TRUE,Success,0.096469105,1224,12688
StA_sga19_LL,SgA19,LL,12272023,StA,16.21406606,5.004854123,1,Marginally Significant,TRUE,Success,0.052884615,671,12688
StA_sga21_LL,SgA21,LL,12272023,StA,32,5.118073983,1,Marginally Significant,TRUE,Success,0.035466583,450,12688
StA_sga22_LL,SgA22,LL,12272023,StA,16.7271229,10.91688802,0.857251365,Marginally Significant,TRUE,Success,0.09110971,1156,12688
StA_sga23_LL,SgA23,LL,12272023,StA,21.70689194,174.1771044,9.72E-71,Highly Significant,TRUE,Success,0.199164565,2527,12688
StA_sga24_LL,SgA24,LL,12272023,StA,18.11215704,4.35425989,1,Marginally Significant,TRUE,Success,0.09639029,1223,12688
StA_sga25_LL,SgA25,LL,12272023,StA,29.33622372,151.2767625,7.99E-61,Highly Significant,TRUE,Success,0.127522068,1618,12688
StB_sgb1_LD,SgB1,LD,9232024,StB,24.40677966,220.1277203,8.23E-91,Highly Significant,TRUE,Success,0.200902673,1736,8641
StB_sgb2_LD,SgB2,LD,9232024,StB,19.37219731,9.801023025,0.978382439,Marginally Significant,TRUE,Success,0.080430506,695,8641
StB_sgb3_LD,SgB3,LD,9232024,StB,21.81818182,11.34955187,0.583984671,Marginally Significant,TRUE,Success,0.083902326,725,8641
StB_sgb4_LD,SgB4,LD,9232024,StB,19.81651376,2.186630048,1,Marginally Significant,TRUE,Success,0.037611388,325,8641
StB_sgb5_LD,SgB5,LD,9232024,StB,24,29.94629579,1.19E-08,Highly Significant,TRUE,Success,0.063650041,550,8641
StB_sgb6_LD,SgB6,LD,9232024,StB,17.70491803,295.0582416,2.74E-123,Highly Significant,TRUE,Success,0.232264784,2007,8641
StB_sgb11_LD,SgB11,LD,9232024,StB,24.40677966,15.79703128,0.012041201,Significant,TRUE,Success,0.073371138,634,8641
StB_sgb12_LD,SgB12,LD,9232024,StB,24.40677966,38.82853613,1.89E-12,Highly Significant,TRUE,Success,0.092350422,798,8641
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,17.78691685,1.008391952,1,Marginally Significant,TRUE,Success,0.036061026,156,4326
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,32,4.868154987,1,Marginally Significant,TRUE,Success,0.049930652,216,4326
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,32,0.45179548,1,Marginally Significant,TRUE,Success,0.035829866,155,4326
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,21.93691552,5.610679965,1,Marginally Significant,TRUE,Success,0.077207582,334,4326
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,28.9964383,41.71806786,5.45E-14,Highly Significant,TRUE,Success,0.152565881,660,4326
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,22.62547,0.837883927,1,Marginally Significant,TRUE,Success,0.049237171,213,4326
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,27.52038179,1.824860258,1,Marginally Significant,TRUE,Success,0.051317614,222,4326
StB_sgb1_LD_D,SgB1,LD_D,9232024,StB,28.60856965,10.45562722,0.642630122,Marginally Significant,TRUE,Success,0.102314815,442,4320
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,17.77594855,1.008799536,1,Marginally Significant,TRUE,Success,0.036111111,156,4320
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,32,4.88926231,1,Marginally Significant,TRUE,Success,0.05,216,4320
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,32,0.456151921,1,Marginally Significant,TRUE,Success,0.03587963,155,4320
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,21.92733619,5.617788079,1,Marginally Significant,TRUE,Success,0.077314815,334,4320
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,28.99265786,41.99087329,4.16E-14,Highly Significant,TRUE,Success,0.152546296,659,4320
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,22.61626575,0.8396162,1,Marginally Significant,TRUE,Success,0.049305556,213,4320
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,27.51503086,1.615992686,1,Marginally Significant,TRUE,Success,0.050231481,217,4320
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,17.77594855,1.008799536,1,Marginally Significant,TRUE,Success,0.036111111,156,4320
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,32,4.88926231,1,Marginally Significant,TRUE,Success,0.05,216,4320
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,32,0.456151921,1,Marginally Significant,TRUE,Success,0.03587963,155,4320
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,21.92733619,5.617788079,1,Marginally Significant,TRUE,Success,0.077314815,334,4320
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,28.99265786,41.99087329,4.16E-14,Highly Significant,TRUE,Success,0.152546296,659,4320
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,22.61626575,0.8396162,1,Marginally Significant,TRUE,Success,0.049305556,213,4320
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,27.51503086,1.615992686,1,Marginally Significant,TRUE,Success,0.050231481,217,4320
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb1_LD_D,SgB1,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_D,SgB2,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,6
StB_sgb3_LD_D,SgB3,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,6
StB_sgb4_LD_D,SgB4,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,6
StB_sgb5_LD_D,SgB5,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,6
StB_sgb6_LD_D,SgB6,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0.166666667,1,6
StB_sgb11_LD_D,SgB11,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,6
StB_sgb12_LD_D,SgB12,LD_D,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0.833333333,5,6
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,23.59794872,8.064368412,0.999947952,Marginally Significant,TRUE,Success,0.124913094,539,4315
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,16.04836085,4.872364508,1,Marginally Significant,TRUE,Success,0.117960603,509,4315
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,20.46368218,1.631485276,1,Marginally Significant,TRUE,Success,0.039397451,170,4315
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,20.65968273,0.999803598,1,Marginally Significant,TRUE,Success,0.050057937,216,4315
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,20.85947416,390.2990669,6.82E-165,Highly Significant,TRUE,Success,0.31216686,1347,4315
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,16.54061826,9.598195219,0.901837698,Marginally Significant,TRUE,Success,0.097566628,421,4315
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,28.98950021,20.62253311,5.55E-05,Highly Significant,TRUE,Success,0.133487833,576,4315
StB_sgb1_LD_L,SgB1,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb1_LD_L,SgB1,LD_L,9232024,StB,32,283.3433368,1.64E-118,Highly Significant,TRUE,Success,0.299467716,1294,4321
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,23.60655738,8.054706377,0.999953076,Marginally Significant,TRUE,Success,0.124739644,539,4321
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Invalid period,0.117796806,509,4321
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,20.47393365,1.621135462,1,Marginally Significant,TRUE,Success,0.039342745,170,4321
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,20.66985646,0.995871265,1,Marginally Significant,TRUE,Success,0.049988429,216,4321
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,20.86956522,390.4481085,5.89E-165,Highly Significant,TRUE,Success,0.311964823,1348,4321
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,16.55172414,9.570874726,0.907941937,Marginally Significant,TRUE,Success,0.09743115,421,4321
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,28.99328859,21.2080869,3.14E-05,Highly Significant,TRUE,Success,0.134459616,581,4321
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StB_sgb2_LD_L,SgB2,LD_L,9232024,StB,23.59794872,8.064368412,0.999947952,Marginally Significant,TRUE,Success,0.124913094,539,4315
StB_sgb3_LD_L,SgB3,LD_L,9232024,StB,16.04836085,4.872364508,1,Marginally Significant,TRUE,Success,0.117960603,509,4315
StB_sgb4_LD_L,SgB4,LD_L,9232024,StB,20.46368218,1.631485276,1,Marginally Significant,TRUE,Success,0.039397451,170,4315
StB_sgb5_LD_L,SgB5,LD_L,9232024,StB,20.65968273,0.999803598,1,Marginally Significant,TRUE,Success,0.050057937,216,4315
StB_sgb6_LD_L,SgB6,LD_L,9232024,StB,20.85947416,390.2990669,6.82E-165,Highly Significant,TRUE,Success,0.31216686,1347,4315
StB_sgb11_LD_L,SgB11,LD_L,9232024,StB,16.54061826,9.598195219,0.901837698,Marginally Significant,TRUE,Success,0.097566628,421,4315
StB_sgb12_LD_L,SgB12,LD_L,9232024,StB,28.98950021,20.62253311,5.55E-05,Highly Significant,TRUE,Success,0.133487833,576,4315
StB_sgb13_LD,SgB13,LD,9232024,StB,23.54903839,18.88134672,0.00070029,Highly Significant,TRUE,Success,0.07669203,766,9988
StB_sgb17_LD,SgB17,LD,9232024,StB,21.80121427,1.968568218,1,Marginally Significant,TRUE,Success,0.02052463,205,9988
StB_sgb20_LD,SgB20,LD,9232024,StB,18.76924884,40.9818204,2.60E-13,Highly Significant,TRUE,Success,0.103123748,1030,9988
StB_sgb22_LD,SgB22,LD,9232024,StB,28.20439502,36.52374693,2.12E-11,Highly Significant,TRUE,Success,0.128954746,1288,9988
StB_sgb23_LD,SgB23,LD,9232024,StB,20.80218707,2.17136734,1,Marginally Significant,TRUE,Success,0.026431718,264,9988
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,32,0.626840073,1,Marginally Significant,TRUE,Success,0.020837548,103,4943
StB_sgb20_LD_D,SgB20,LD_D,9232024,StB,28.33106413,23.9269142,2.51E-06,Highly Significant,TRUE,Success,0.086587093,428,4943
StB_sgb22_LD_D,SgB22,LD_D,9232024,StB,28.6596593,37.41715107,4.35E-12,Highly Significant,TRUE,Success,0.119765325,592,4943
StB_sgb23_LD_D,SgB23,LD_D,9232024,StB,32,0.131852862,1,Marginally Significant,TRUE,Success,0.016993729,84,4943
StB_sgb13_LD_D,SgB13,LD_D,9232024,StB,32,1.860379601,1,Marginally Significant,TRUE,Success,0.088116411,436,4948
StB_sgb17_LD_D,SgB17,LD_D,9232024,StB,32,1.15982523,1,Marginally Significant,TRUE,Success,0.018997575,94,4948
